Price,SP500,DE Ratio,Trailing P/E,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Forward P/E,PEG Ratio,Enterprise Value/EBITDA,Revenue,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Short Ratio,Short % of Float,Shares Short (prior 
-0.046559003,-0.706802624,-0.571471071,0.039655876,-0.104170439,0.763525289,0.484624136,-0.33025662,-0.251025255,-0.652172043,0.082841615,0.554692431,-0.034175049,0.9421131,1.210666446,-0.321629465,-0.389777043,-0.629100868,-0.368117787,-0.037929052,-0.016308391,-0.606821234,-0.021164851,-0.298814847,-0.245761364,3.900583644,-1.172550542,0.845523759,0.0500103,-0.000879188
-0.098417853,-0.753143932,-0.571303023,-0.047023802,-0.117216804,0.771975312,0.463319881,-0.306834193,-0.246810863,-0.648749425,0.026781568,-0.010632634,-0.07165683,0.719849613,0.996386681,-0.291805685,0.183887898,5.960936828,-0.361216655,-0.037929052,0.00090248,-0.61337035,0.004117403,-0.298814847,-0.329683721,3.898971567,-1.171468216,0.771897278,0.054220752,-0.020274341
-0.299107386,0.152255919,-0.056056826,-0.173477383,-0.187108047,-0.290615071,-0.424974928,-1.071966833,-0.366279734,-0.45830209,-0.229048008,-0.289265354,-0.054125029,-0.206678992,-0.17241204,-0.411100804,0.268204036,-0.706630723,-0.336121631,-0.037929051,0.08108949,-0.629015461,0.465218443,-0.237212199,0.536394998,-0.506834686,-2.273275564,0.402068414,0.435266651,0.313322298
0.347441771,1.630459949,0.074900332,0.322462041,0.194964083,1.551489928,1.822160847,0.592977408,-0.001826383,-0.62002082,0.130744776,0.198917594,-0.086770451,1.349165417,2.550888979,0.006432114,-0.183320704,-0.130694655,-0.022433831,-0.037929035,-0.18919941,0.451588721,-0.275191769,-0.28735389,-0.134983854,-0.502804493,0.44877304,-0.683667701,-0.533137292,-0.340470692
0.405624871,2.016008682,0.098186939,0.377871203,0.216863339,1.42685209,1.712860755,0.591025539,-0.024547457,-0.607186,0.167673219,0.286422085,-0.087979541,1.438329258,2.589848936,0.003591754,-0.433905116,-0.003324179,-0.062167619,-0.037929036,-0.187634785,0.4879727,-0.288157051,-0.28663758,-0.134983854,-0.502804493,0.44877304,-0.751526209,-0.554189551,-0.362686959
-0.771318052,-0.966787276,-0.573823738,0.394329369,-0.086930599,-0.702553689,-0.744538755,-0.644507526,-0.308011174,-0.400481227,-0.579942372,0.805692154,-0.086165906,-0.027059081,-0.262019942,-0.597996491,-0.380321028,-0.186073123,-0.417488064,-0.037929047,-0.304366342,0.141233378,-0.259309299,-0.354891165,-0.761604115,1.173755515,0.649003256,2.779830507,3.273111247,-0.367271268
-0.778274727,-1.260656493,-0.574315878,0.138404877,-0.094385664,-0.561015805,-0.565768266,-0.377101476,-0.267149888,-0.384266571,-0.580090679,0.717036288,-0.073470465,0.679790497,-0.293187907,-0.495743532,-0.380321028,-0.186073123,-0.415879891,-0.037929046,-0.304754369,0.148874014,-0.217727787,-0.354575989,-0.724678279,1.183427976,0.822175334,4.10612503,5.033080151,-0.327423044
-0.775745027,-1.235449711,-0.574315878,0.155960255,-0.093919723,-0.561015805,-0.565768266,-0.377101476,-0.267149888,-0.384266571,-0.579497451,0.772302282,-0.073470465,0.683667185,-0.293187907,-0.495743532,-0.380321028,-0.186073123,-0.415879891,-0.037929046,-0.304754369,0.148874014,-0.217727787,-0.354575989,-0.724678279,1.183427976,0.883867887,4.10612503,5.033080151,-0.327423044
-0.76773431,-0.799839797,-0.574447915,0.18119611,-0.089726248,-0.54834077,-0.546316555,-0.359534655,-0.265867247,-0.374469326,-0.577421153,0.918526892,-0.073470465,-0.257075946,-0.265915937,-0.4781333,-0.380321028,-0.186073123,-0.41339862,-0.037929044,-0.304783314,0.181619595,-0.195640503,-0.354573482,-0.768317904,1.176979669,0.932572534,5.456848616,6.323583665,-0.2540741
-0.769842393,-0.829769565,-0.574447915,0.157606071,-0.09019219,-0.54834077,-0.546316555,-0.359534655,-0.265867247,-0.374469326,-0.578162688,0.84253615,-0.074075009,-0.290673915,-0.285395916,-0.4781333,-0.380321028,-0.186073123,-0.41339862,-0.037929044,-0.304783314,0.181619595,-0.195640503,-0.354146203,-0.769436869,1.176979669,1.081933451,5.484331312,6.338320247,-0.226568246
-0.763096527,-0.702965286,-0.574735997,0.180373202,-0.084134949,-0.50397815,-0.49166651,-0.300978586,-0.258171399,-0.366511737,-0.575493162,0.552389681,-0.080120458,0.692712792,-0.238643967,-0.442344764,-0.380321028,-0.186073123,-0.410384081,-0.037929043,-0.304953858,0.192170949,-0.195640503,-0.354146203,-0.769436869,1.176979669,1.0521695,7.005040458,6.270953016,-0.225862967
-0.760566827,-0.588676128,-0.574735997,0.153765832,-0.090658132,-0.50397815,-0.49166651,-0.300978586,-0.258171399,-0.366511737,-0.576383004,0.477550314,-0.081329548,0.653945905,-0.250331954,-0.442344764,-0.380321028,-0.186073123,-0.410384081,-0.037929043,-0.304953858,0.192170949,-0.14544634,-0.354146203,-0.62620938,1.176979669,1.081933451,7.501764731,7.298303286,-0.22903672
-0.264745628,0.234253814,-0.517227679,0.452207256,-0.005856756,0.149842374,0.223415444,0.253352205,-0.226838306,-0.400117574,-0.455067878,1.382530967,-0.039011408,0.984756676,0.922362762,-0.095820846,-0.242420801,-0.058702647,-0.36635277,-0.037929039,-0.306099164,0.651700607,0.210080215,-0.000471789,-0.134983854,0.752197397,0.649003256,3.252125717,2.161551939,-0.271000779
-0.10263402,0.72960581,-0.495021379,0.367447697,-0.002129223,0.31778658,0.393849484,0.419261068,-0.19990284,-0.589431166,-0.410724084,1.371017218,-0.046265946,0.938236412,0.949634732,-0.354293604,-0.184108706,0.340022323,-0.327756623,-0.037929042,-0.303179183,0.560740659,-0.208513176,-0.336664302,-0.60494905,0.674817705,0.378421884,2.268177362,0.919468622,-0.177551403
0.00487823,1.199277562,-0.489859914,0.405850086,0.009985259,0.338911637,0.413301195,0.427068544,-0.196604619,-0.577238087,-0.39114756,1.660012312,-0.039011408,1.080381665,1.0704106,-0.320209285,-0.26606084,0.173886919,-0.321482867,-0.037929041,-0.302374184,0.542548669,-0.175636925,-0.334764649,-0.60494905,0.674817705,0.378421884,2.81104542,0.540527949,-0.226568246
0.070228813,1.630459949,-0.494301174,0.457693311,0.024895391,0.366374212,0.422563915,0.386079296,-0.195138743,-0.566756317,-0.368456589,1.435494211,-0.038406863,1.257417117,1.218458438,-0.288965325,-0.288124876,0.013289361,-0.321482867,-0.037929041,-0.302394524,0.386097559,-0.140908491,-0.334332714,-0.582569755,0.62484332,0.432538158,2.641399152,0.582632468,-0.228331442
-0.388700927,-0.009260205,-0.046934238,0.058582768,-0.127933461,-0.310683876,0.557799621,0.313860143,-0.216577176,0.417460447,-0.45595772,-0.46082021,-0.075284099,-0.279043849,0.076931687,0.585865552,1.816626577,7.15157389,-0.346494241,-0.037929031,-0.233400055,-0.221514894,1.730722576,-0.002620719,-0.101414911,-0.49393807,0.822175334,-1.022960237,-0.238405657,-0.481173715
-0.202346361,-0.651428982,-0.213061375,-0.310903075,-0.110693621,0.854363036,1.857359181,0.903324576,-0.026379801,0.64485067,-0.412207154,-0.717576808,-0.083143182,-0.73261643,-0.01657221,3.079701621,2.399747533,1.259304892,-0.288022835,-0.037929015,-0.246699364,-0.046871794,2.240535987,0.103034986,-0.123794206,-0.492325993,1.190166,-0.853313969,0.098430497,-0.503037342
-0.150487511,0.170733498,-0.215101954,-0.434613629,-0.117682746,1.420514572,2.597450477,2.103723999,0.193318322,1.13770775,-0.413838531,-0.702608934,-0.100070438,-0.970386672,-0.25422795,5.797926129,-0.225084773,0.832890688,-0.251425925,-0.037929001,-0.246699364,-0.021403009,2.578559411,-0.287712045,0.514015703,-0.490713916,1.108991588,-0.751526209,-0.133144359,-0.510090125
-0.213097586,1.49668938,-0.270677723,-0.488651276,-0.149366776,1.958147281,2.829944739,2.031504847,0.150441458,1.149900829,-0.436381196,-0.909856412,-0.100070438,-1.045335987,-0.339939856,7.189702523,-0.409477076,-0.069778341,-0.191825243,-0.037928981,-0.247481676,0.338798386,3.43797239,-0.274460312,0.883274072,-0.494744109,1.206400882,-0.819384716,-0.301562436,-0.511148043
-0.162925203,1.630459949,-0.270677723,-0.481245101,-0.14470736,1.958147281,2.829944739,2.031504847,0.150441458,1.149900829,-0.428965846,-0.870709666,-0.100070438,-1.045335987,-0.339939856,7.189702523,-0.409477076,-0.069778341,-0.191825243,-0.037928981,-0.247481676,0.338798386,3.43797239,-0.274460312,0.883274072,-0.494744109,1.206400882,-0.819384716,-0.301562436,-0.511148043
-0.65010326,-0.943763985,-0.56202439,-0.329829967,-0.127933461,0.618818647,2.024088134,-0.199481399,0.016313829,-0.753695468,-0.561552304,0.033119612,-0.005761441,-0.741662037,0.318483423,-0.621287443,0.176007885,0.48400634,-0.426204402,-0.037929053,-0.231053118,-0.416533023,-0.645813616,-0.333470277,-0.286044095,0.529730781,-0.447933627,-0.121120677,0.4878973,-0.1207765
-0.629654852,-1.03048415,-0.5669938,-0.350951281,-0.131195053,0.711768899,2.020383046,-0.144829067,0.021077925,-0.745652314,-0.552208963,-0.351439597,-0.082538637,-0.788182302,0.228875521,-0.569592892,4.867767583,6.509183661,-0.410421723,-0.037929052,-0.231444274,-0.458010759,-0.615900859,-0.317080749,-0.776150657,0.530536819,-0.404099445,1.031456068,0.82683868,-0.044959082
-0.58306621,-0.738857517,-0.565625412,-0.284570008,-0.168936324,0.544880946,1.635053911,-0.390764559,-0.104071214,-0.734357673,-0.536785035,-0.596682446,-0.006970531,-0.655082655,0.415883316,-0.580954331,4.867767583,6.509183661,-0.425097084,-0.037929053,-0.202107563,-0.54351311,-0.365068956,-0.315289974,-0.754890327,0.530536819,-0.706068256,1.236728053,0.839470035,0.039321676
-0.58053651,-0.609515196,-0.565625412,-0.293347697,-0.172197915,0.544880946,1.635053911,-0.390764559,-0.104071214,-0.734357673,-0.538268105,-0.64504019,-0.060775023,-0.677050558,0.373027363,-0.580954331,4.867767583,6.509183661,-0.425097084,-0.037929053,-0.202107563,-0.54351311,-0.365068956,-0.31206658,-0.715726561,0.530536819,-0.230927367,0.923221749,0.824733454,0.05836419
-0.561352952,-0.633128676,-0.565625412,-0.254945308,-0.166606616,0.544880946,1.635053911,-0.390764559,-0.104071214,-0.734357673,-0.531445983,-0.577109073,-0.07165683,-0.629238064,0.462635265,-0.581522403,4.867767583,6.509183661,-0.425097084,-0.037929053,-0.202107563,-0.54351311,-0.365068956,-0.31206658,-0.594878367,0.605498397,-0.199539927,-0.473645622,-0.122618229,-0.07070174
-0.511180569,-0.805447709,-0.565697432,-0.2738722,-0.142843593,0.767750301,1.786962512,-0.131165984,-0.085381299,-0.708003509,-0.505640565,-0.404402841,-0.082538637,-0.642160359,0.439259291,-0.507673044,0.042835667,2.366874253,-0.424167523,-0.037929053,-0.189590566,-0.523865762,-0.433923865,-0.307768721,-0.533335306,0.607110474,-0.412216886,-0.755597719,-0.282615402,-0.339060136
-0.254416019,-0.531767551,0.20585749,-0.074179777,-0.15915155,0.014642007,0.087253466,-1.079774309,-0.341543081,-0.573173727,-0.301421825,-0.536810952,-0.082538637,-0.284212767,0.267835478,-0.504832684,0.321788124,2.760061376,-0.418830648,-0.037929053,0.085001052,-0.538055513,0.002172657,0.37057672,0.480446761,-0.15782003,-0.281796665,-0.649738448,0.182639535,0.304506319
-0.339371778,-0.419544431,0.20585749,-0.148790133,-0.17359574,0.014642007,0.087253466,-1.079774309,-0.341543081,-0.573173727,-0.339833338,-0.548324701,-0.087374996,-0.405682347,0.135371623,-0.504832684,0.321788124,2.760061376,-0.418830648,-0.037929053,0.085001052,-0.538055513,0.002172657,0.277814593,0.144757335,-0.15782003,-0.281796665,-0.48009218,0.203691795,0.306622154
-0.389965777,-0.425388709,0.294322591,-0.309257259,-0.180118923,0.207936282,0.409596108,-0.917769184,-0.304712954,-0.526540549,-0.362227695,-0.648494315,-0.098256804,-0.551704289,0.022387747,-0.365655044,0.047563674,2.161973921,-0.418621522,-0.037929053,0.153062222,-0.534417116,0.054496831,0.223733198,0.144757335,-0.15782003,-0.281796665,-0.48009218,0.140535016,0.37080248
-0.452997469,-0.303248323,0.294322591,-0.353145703,-0.186642106,0.207936282,0.409596108,-0.917769184,-0.304712954,-0.526540549,-0.392334016,-0.710668558,-0.098256804,-0.618900227,-0.051636172,-0.365655044,0.047563674,2.161973921,-0.418621522,-0.037929053,0.153062222,-0.534417116,0.054496831,-0.185279734,0.032860859,-0.15782003,-0.281796665,-0.10687039,0.540527949,0.671603678
-0.426014002,0.203024755,0.148841312,-0.373718412,-0.184312398,0.33996789,0.408669836,-0.913865446,-0.284190694,-0.502582219,-0.373943948,-0.856893168,-0.084956817,-0.673173869,-0.113972104,-0.271923165,0.410044269,1.275918433,-0.393526498,-0.037929052,0.115120076,-0.574439493,0.078112166,-0.148389776,0.323791695,-0.468144839,-0.000392038,-0.276516658,1.256304776,1.127918743
-0.503380661,0.893128874,0.306446031,-0.483988129,-0.197358763,0.732893956,0.474435145,-0.880683673,-0.224273023,-0.475415183,-0.419474198,-0.100439874,0.15504749,-0.780428924,-0.180204031,-0.075938326,0.247716003,-0.717706417,-0.323574119,-0.03792905,0.259847851,-0.476202749,0.132288523,-0.186354199,0.25665381,0.595019897,-0.73637337,0.775290204,2.519440353,2.667541287
-0.524672302,-1.03048415,-0.554402227,0.20588336,0.078012736,-0.912748009,-1.142835697,0.916987659,-0.045436186,0.03487586,-0.549836051,1.146499117,-0.026315966,0.788337781,-0.659411506,-0.548006156,-0.320432929,-0.29683006,-0.406232945,-0.037929048,-0.31006666,-0.042141877,-0.609881263,-0.355700953,-0.963017771,0.400764626,-0.49393246,1.164458743,0.226849281,-0.467420788
-0.499586111,-1.214197,-0.554498255,0.249223199,0.089661276,-0.915916768,-1.144688241,0.893565231,-0.053132033,0.068823958,-0.545683455,1.339930096,-0.017852338,0.905930672,-0.643827524,-0.537496824,-0.320432929,-0.29683006,-0.406906329,-0.037929048,-0.31006666,-0.045052595,-0.597842073,-0.35665078,-0.985397066,0.24681128,-0.374876657,1.543448505,0.195270891,-0.452962582
-0.422430261,-0.623328881,-0.55419817,0.337822997,0.119947482,-0.910635504,-1.135425522,0.973591859,-0.04397031,0.118537494,-0.535598579,1.661163687,-0.008784165,1.080381665,-0.608763562,-0.509945332,-0.320432929,-0.29683006,-0.405787509,-0.037929048,-0.31006666,-0.0359566,-0.58283939,-0.356236395,-0.951828123,0.250035433,-0.315889918,0.271101495,0.228954506,-0.443088686
-0.429176127,-0.642101917,-0.554942381,0.288174194,0.105969233,-0.907466745,-1.130794162,1.038003535,-0.034625352,0.179353148,-0.534412123,1.174132114,-0.026920511,0.960204315,-0.624347545,-0.479269444,-0.320432929,-0.29683006,-0.400105577,-0.037929047,-0.31006666,-0.058514667,-0.563484076,-0.356236395,-0.994348784,0.250035433,-0.137847375,0.699967261,0.186849987,-0.465304953
-0.431705827,-0.581474188,-0.554942381,0.278299294,0.104105467,-0.907466745,-1.130794162,1.038003535,-0.034625352,0.179353148,-0.535153658,1.143044993,-0.028129601,0.934359723,-0.628243541,-0.479269444,-0.320432929,-0.29683006,-0.400105577,-0.037929047,-0.31006666,-0.058514667,-0.563484076,-0.356236395,-0.994348784,0.250035433,-0.238503645,0.649412673,0.165797728,-0.444146603
0.236134971,1.592796417,-0.37498732,-0.234646903,0.043533056,-0.688822402,-1.009452535,1.918296446,0.312420725,0.610624484,-0.467673973,0.102202104,-0.056543209,0.072442596,-0.706163455,0.111525434,0.596012574,0.035440749,-0.408267734,-0.037929051,-0.300144985,-0.243345282,-0.471986228,-0.343213882,-0.493052575,-0.457666339,0.178191668,-0.10687039,-0.04893532,-0.379966278
0.228124254,1.917009046,-0.37498732,-0.242053078,0.048192472,-0.688822402,-1.009452535,1.918296446,0.312420725,0.610624484,-0.470046885,0.068812233,-0.05170685,0.184866569,-0.682787481,0.111525434,0.596012574,0.035440749,-0.408267734,-0.037929051,-0.300144985,-0.243345282,-0.471986228,-0.343213882,-0.504242222,-0.457666339,0.178191668,0.096705132,-0.027883061,-0.378555721
0.091942071,0.304090423,-0.063618972,-0.397857056,-0.148434893,-0.572634586,-0.702856516,-1.124667296,-0.069256666,0.771273645,-0.415469908,-0.759026303,-0.067425016,-0.67188164,-0.764603391,0.458049352,-0.153376655,0.090819217,-0.242015291,-0.03792904,-0.198587157,-0.330666832,0.228139,0.095155577,0.536394998,-0.208600453,0.627356746,-0.819384716,-0.575241811,-0.473063014
0.185751779,0.068900362,-0.025688209,-0.40114869,-0.145639243,-0.507146909,-0.634312391,-1.087581785,-0.051299688,0.795873717,-0.397228147,-0.706063059,-0.079515913,-0.656374885,-0.741227417,0.614269151,-0.059604502,-0.612487327,-0.239924039,-0.03792904,-0.183723224,-0.414349984,0.297595868,0.139208634,0.547584646,-0.208600453,0.627356746,-0.615809194,-0.406823734,-0.46636287
0.056104655,-0.395340755,-0.063739006,-0.443117015,-0.160083433,-0.456446771,-0.563915722,-1.046592537,-0.042870903,0.818548565,-0.416952978,-0.83386567,-0.095234079,-0.785597842,-0.768499387,0.739244991,-0.160468667,-0.673403642,-0.221102771,-0.037929038,-0.183723224,-0.407073188,0.38974198,0.091574028,0.480446761,-0.208600453,0.627356746,-0.853313969,-0.533137292,-0.474473571
0.526207237,1.903313546,0.087023772,-0.251927978,-0.145639243,-0.788110171,-0.659321734,-0.988036467,-0.215844238,1.403602434,-0.318180516,-0.672673187,-0.086165906,-0.668004951,-0.745123413,0.355796393,0.200435925,0.340022323,-0.071578253,-0.037929029,-0.098451183,-0.385242801,0.662012902,-0.338068628,-0.381156099,-0.294040531,0.784293942,-0.48009218,-0.491032772,-0.423340893
0.006775505,2.016245047,-0.383389704,-0.221206067,-0.174993565,-0.019158084,-0.020194082,-1.159800937,-0.314974084,-0.337654784,-0.488436953,0.632985922,0.400492701,0.005246658,-0.219163988,-0.084459406,0.157095854,-0.17499743,-0.390494183,-0.037929049,-0.27349356,-0.276090863,0.739804594,-0.340110111,-0.347587157,0.22021201,-0.682257095,1.012794979,-0.133144359,-0.396540318
-0.480824169,-1.262132336,-0.531247658,-0.099415633,1.464189062,0.262861431,0.30214856,2.00613055,4.181599689,-0.51434747,-0.19731031,0.253032213,-0.035988684,0.143515223,0.186019568,-0.214263857,-0.385049035,-0.46850331,-0.386593998,-0.037929052,-0.155168825,-0.347767302,-0.838116531,-0.296307763,-0.653064534,-0.422200647,-0.273138061,-0.38509027,-0.646819494,-0.448378273
-0.527834427,-0.797832851,-0.541894679,-0.15043595,0.932549671,0.200542512,0.273434129,1.81484739,3.297126926,-0.506197359,-0.242395638,0.23806434,-0.03054778,-0.034812459,0.034075734,-0.229317765,-0.385049035,-0.46850331,-0.391477071,-0.037929052,-0.166121197,-0.348858822,-0.818761218,-0.298098538,-0.857835084,-0.423006685,-0.451180604,-0.942547906,-0.653135171,-0.483994828
-0.475975577,-0.713709827,-0.541942692,-0.041263444,1.09003794,0.083298444,0.146534871,1.498644615,2.651591906,-0.495801155,-0.194047556,0.284119335,-0.025106876,0.190035487,0.131475628,-0.269082805,-0.414205083,-0.45188977,-0.396809764,-0.037929052,-0.166121197,-0.373236088,-0.818112953,-0.297024073,-0.940638476,-0.424618762,-0.583224313,-0.768830128,-0.611030652,-0.487873859
0.085196205,0.170733498,1.811313025,-0.101610055,0.760151271,0.285042741,0.522601287,2.076397833,1.380677656,-0.146202056,0.118880216,0.209279968,-0.0105978,0.130592927,0.201603551,0.492133672,-0.44257313,-0.546033166,-0.312072233,-0.037929049,-0.115662053,-0.308836444,-0.681282924,-0.256552566,-0.78398341,-0.495550147,-0.070743194,0.232422146,-0.406823734,-0.280169397
0.144854963,0.574524158,1.757417733,-0.080214438,0.710295517,0.292436511,0.541126726,1.969045039,1.246733262,-0.135292459,0.152100984,0.323266081,0.000284008,0.187451028,0.256147491,0.517696912,-0.452817147,-0.767547038,-0.326188184,-0.037929049,-0.104709681,-0.268814067,-0.657667589,-0.253329171,-0.761604115,-0.49393807,-0.032861802,-0.242587404,-0.575241811,-0.377850443
0.265437329,1.613221848,2.049340563,-0.025353882,0.951187336,0.287155247,0.558725893,2.035408585,1.477242219,-0.125666344,0.223436651,0.383137574,-0.017247793,0.310212838,0.361339376,0.531898712,-0.455181151,-0.684479336,-0.325665371,-0.037929049,-0.105491993,-0.294282853,-0.686839473,-0.245091608,-0.806362706,-0.494744109,-0.086978077,-0.344375165,-0.554189551,-0.369739742
0.311815163,-0.671677861,0.158324003,-0.527327968,-0.168470382,1.66662149,1.967585545,1.240997909,0.230331684,0.119050887,-0.470343499,-1.231090002,-0.130297681,-0.917405259,-0.293187907,2.747379502,0.307604101,2.444404108,-0.373230898,-0.037929046,-0.145781077,-0.203322905,0.949564335,-0.037361747,1.476325391,-0.412528185,0.659826511,-0.581879941,0.793155064,-0.260421605
0.50301832,0.0892667,0.158324003,-0.501543507,-0.152628367,1.66662149,1.967585545,1.240997909,0.230331684,0.119050887,-0.444538081,-0.939792159,-0.109138611,-0.819195811,-0.160724052,2.747379502,0.307604101,2.444404108,-0.373230898,-0.037929046,-0.145781077,-0.203322905,0.949564335,-0.279832636,1.644170104,-0.481847493,0.578652099,-0.378304419,0.330005353,-0.334123188
0.422278729,0.57009663,0.099267246,-0.495234543,-0.156821842,1.27580793,1.749911634,0.997014287,0.138897686,0.143009217,-0.457885711,-1.098681892,0.642915187,-0.863131617,-0.25422795,2.329846584,-0.084820543,0.090819217,-0.375688119,-0.037929046,-0.154777668,-0.301559649,0.982440586,-0.277683706,1.442756448,-0.481847493,0.578652099,-0.446162926,0.624736987,-0.296038159
0.450948662,0.449667737,0.099267246,-0.49989769,-0.159617492,1.27580793,1.749911634,0.997014287,0.138897686,0.143009217,-0.462038307,-1.107892891,0.483919891,-0.876053913,-0.273707929,2.329846584,-0.084820543,0.090819217,-0.375688119,-0.037929046,-0.154777668,-0.301559649,0.982440586,-0.277683706,1.476325391,-0.481847493,0.578652099,-0.344375165,0.793155064,-0.254426739
-0.279713019,0.574524158,0.075020366,-0.525407848,-0.205279771,0.307224051,-0.040572065,-0.824079473,-0.233617981,0.034127162,-0.537823184,-0.709517183,0.647751546,-0.739077578,-0.476299707,0.86706119,0.209891941,0.605838969,-0.426432349,-0.037929053,-0.146563389,-0.385242801,1.15561971,-0.323169383,1.577032219,-0.456054262,0.335128864,-0.039011883,3.277321699,0.482941731
-0.107271803,-1.179839704,-0.568638267,-0.068145116,0.152563395,0.068510903,0.164134038,1.098511474,0.295929623,-0.471778651,-0.437864266,0.502880561,-0.019061428,0.041429086,0.080827683,-0.237270773,0.406104263,5.257630284,-0.409420014,-0.037929051,-0.272163629,-0.47365587,-0.612566929,-0.329580356,-0.930567793,1.825034595,-1.351134248,0.189671286,-0.343666955,-0.460368005
-0.143952453,-1.235449711,-0.568638267,-0.09420388,0.135323555,0.068510903,0.164134038,1.098511474,0.295929623,-0.471778651,-0.445131309,0.401559572,-0.024502331,-0.019305704,0.03797173,-0.237270773,0.406104263,5.257630284,-0.409420014,-0.037929051,-0.272163629,-0.47365587,-0.612566929,-0.329580356,-0.930567793,1.825034595,-1.367910293,0.035293183,-0.385771474,-0.460720644
0.745237095,2.016245047,7.643407834,-0.105450294,3.23569911,-0.182877279,-0.022972898,0.934554479,7.80726005,0.025784529,-0.435639661,0.352050453,0.019024898,0.087949351,-0.071116151,0.276266313,-0.459909158,-0.784160578,-0.385997991,-0.037929047,-0.209930686,-0.297921251,-0.84983159,-0.332051625,-0.73922482,-0.50441657,-0.195210626,0.707431697,0.077378237,-0.372208216
-0.496213177,-0.784254811,-0.570522802,1.45450961,-0.154958075,-0.728960011,-0.286960406,-1.515041092,-0.435175893,-0.700473748,0.491575709,2.257575873,0.090361191,0.183574339,0.813274881,-0.808751202,0.086175738,-0.241451591,-0.220057145,-0.037929052,0.612670699,-0.589356924,-0.036491666,-0.147315311,-0.364371628,-0.04255653,-1.917731641,0.335567077,-0.404718508,0.570043602
-0.378582128,0.097827018,0.20525732,-0.124925791,-0.165208791,-0.427927944,0.232678163,-0.798705176,-0.320104649,-0.502368305,0.493355393,-0.117710497,-0.068029561,-0.612439079,-0.14514007,-0.536076644,-0.429177108,1.995838517,-0.240969665,-0.037929052,1.29250009,-0.516225126,-0.110347469,0.129180296,0.133567687,-0.508446763,0.427126531,-0.547950687,-0.491032772,0.152166205
-0.272334728,0.263711578,0.131556408,-0.118342524,-0.153560251,-0.440602978,0.203963732,-0.800657045,-0.315890256,-0.43434376,0.668950882,-0.123467371,-0.079515913,-0.6395759,-0.211371997,-0.473588724,-0.231388783,0.423090025,-0.175095227,-0.037929052,1.167721278,-0.519863524,-0.088121272,0.187201395,0.334981343,-0.508446763,0.481242805,-0.514021433,-0.469980513,0.54183247
-0.164400861,0.704988497,0.121953683,-0.194050091,-0.143309535,-0.218789876,0.195627285,-0.777234617,-0.261103151,-0.403540192,0.865161044,0.126380977,-0.068029561,-0.624069145,-0.211371997,-0.308847845,0.579464547,0.018827208,0.646766809,-0.037929046,1.199404926,-0.359774015,-0.051540655,0.191141099,0.323791695,-0.508446763,0.508300942,-0.48009218,-0.491032772,0.54994317
-0.199395045,0.274632665,0.121953683,-0.216817222,-0.148900834,-0.218789876,0.195627285,-0.777234617,-0.261103151,-0.403540192,0.793232149,0.033119612,-0.07286592,-0.664128262,-0.250331954,-0.308847845,0.579464547,0.018827208,0.646766809,-0.037929046,1.199404926,-0.359774015,-0.051540655,0.191141099,0.323791695,-0.508446763,0.508300942,-0.412233673,-0.469980513,0.361281223
-0.16967107,0.591407708,0.121953683,-0.203924991,-0.145639243,-0.218789876,0.195627285,-0.777234617,-0.261103151,-0.403540192,0.834164881,0.09414248,-0.069843195,-0.64086813,-0.22695598,-0.308847845,0.579464547,0.018827208,0.646766809,-0.037929046,1.199404926,-0.359774015,-0.051540655,0.191141099,0.323791695,-0.508446763,0.508300942,-0.412233673,-0.469980513,0.361281223
-0.10010432,1.044963378,0.121953683,-0.156470611,-0.136786352,-0.218789876,0.195627285,-0.777234617,-0.261103151,-0.403540192,0.982916803,0.289876209,-0.061984112,-0.58013334,-0.168516044,-0.308847845,0.579464547,0.018827208,0.646766809,-0.037929046,1.199404926,-0.359774015,-0.051540655,0.191141099,0.368550285,-0.508446763,0.508300942,-0.378304419,-0.491032772,0.448030455
-0.027586253,2.06506603,0.567760177,-0.159487941,-0.12746752,-0.165977233,0.229899347,-0.724534155,-0.217676583,-0.386641013,1.088511388,0.011243489,-0.083747727,-0.461248219,-0.047740176,-0.257721365,-0.329100944,-0.673403642,0.059124997,-0.03792905,1.53736384,-0.501671534,-0.056171112,0.171442578,0.25665381,-0.51005884,0.540770707,-0.547950687,-0.533137292,0.58344389
-0.315761244,-0.581474188,-0.561400213,0.186682166,0.140448913,1.83984696,2.917940576,-0.662074347,0.109946641,-0.42542356,-0.504305802,0.722793163,-0.046265946,0.373532087,2.071681503,0.88126299,-0.231388783,0.057592136,-0.352066382,-0.037929009,-0.31006666,-0.254260476,0.201282391,-0.349676071,0.34617099,0.116233048,-0.973402652,-0.43462698,1.081571021,-0.496337198
0.098266321,0.113352911,-0.426721999,-0.074179777,-0.189903697,2.103910177,4.101716141,-1.056351881,-0.389550511,0.075840327,-0.299642141,0.012394864,-0.060775023,-0.104592856,1.845713751,3.133668461,-0.440997127,-0.042089107,-0.335556993,-0.037929026,-0.211104154,-0.327028434,12.99153305,0.374874579,0.044050507,-0.072379953,-0.319678057,-0.819384716,-0.469980513,-0.530190557
